activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,592725,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c(c1)n(CCCN3CCC(CC3)C(=O)N)c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c24,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.26', 'le': '0.19', 'lle': '1.6', 'sei': '4.94'}",CHEMBL306501,,CHEMBL306501,5.52,False,http://www.openphacts.org/units/Nanomolar,130104,=,1,True,=,,IC50,nM,,3050,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,3.05
,593977,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN[C@@H]7CC[C@@H](O)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.62', 'le': '0.21', 'lle': '1.71', 'sei': '6.08'}",CHEMBL311851,,CHEMBL311851,5.93,False,http://www.openphacts.org/units/Nanomolar,130105,=,1,True,=,,IC50,nM,,1170,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,1.17
,596565,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.93', 'le': '0.27', 'lle': '3.22', 'sei': '6.63'}",CHEMBL76337,,CHEMBL76337,6.58,False,http://www.openphacts.org/units/Nanomolar,130096,=,1,True,=,,IC50,nM,,266,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.266
,599059,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.65', 'le': '0.26', 'lle': '1.95', 'sei': '9.12'}",CHEMBL310491,,CHEMBL310491,6.39,False,http://www.openphacts.org/units/Nanomolar,130083,=,1,True,=,,IC50,nM,,403,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.403
,605349,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.44', 'le': '0.26', 'lle': '3.22', 'sei': '7.94'}",CHEMBL430606,,CHEMBL430606,6.52,False,http://www.openphacts.org/units/Nanomolar,130089,=,1,True,=,,IC50,nM,,301,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.301
,605356,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.1', 'le': '0.27', 'lle': '3.2', 'sei': '7.8'}",CHEMBL308979,,CHEMBL308979,7.05,False,http://www.openphacts.org/units/Nanomolar,130087,=,1,True,=,,IC50,nM,,90,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.09
,605363,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.92', 'le': '0.27', 'lle': '3.03', 'sei': '8.51'}",CHEMBL306047,,CHEMBL306047,6.75,False,http://www.openphacts.org/units/Nanomolar,130084,=,1,True,=,,IC50,nM,,177,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.177
,605375,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CN1CCN(CCCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.38', 'le': '0.24', 'lle': '2.39', 'sei': '8.75'}",CHEMBL73794,,CHEMBL73794,6.42,False,http://www.openphacts.org/units/Nanomolar,130081,=,1,True,=,,IC50,nM,,382,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.382
,605382,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.48', 'le': '0.25', 'lle': '2.18', 'sei': '7.92'}",CHEMBL73772,,CHEMBL73772,6.29,False,http://www.openphacts.org/units/Nanomolar,130095,=,1,True,=,,IC50,nM,,516,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.516
,606472,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCC(O)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.78', 'le': '0.2', 'lle': '1.32', 'sei': '6.2'}",CHEMBL306856,,CHEMBL306856,5.5,False,http://www.openphacts.org/units/Nanomolar,130103,=,1,True,=,,IC50,nM,,3130,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,3.13
,606479,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16', 'le': '0.29', 'lle': '2.33', 'sei': '10.28'}",CHEMBL307630,,CHEMBL307630,7.21,False,http://www.openphacts.org/units/Nanomolar,130086,=,1,True,=,,IC50,nM,,62,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.062
,609000,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN7CCC[C@H]7CO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.5', 'le': '0.19', 'lle': '1.42', 'sei': '5.88'}",CHEMBL75952,,CHEMBL75952,5.21,False,http://www.openphacts.org/units/Nanomolar,130108,=,1,True,=,,IC50,nM,,6120,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,6.12
,612528,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.21', 'le': '0.28', 'lle': '3.02', 'sei': '7.37'}",CHEMBL73764,,CHEMBL73764,7.31,False,http://www.openphacts.org/units/Nanomolar,130082,=,1,True,=,,IC50,nM,,49,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.049
,615221,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCNCCO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.75', 'le': '0.25', 'lle': '3.37', 'sei': '6.44'}",CHEMBL73718,,CHEMBL73718,6.28,False,http://www.openphacts.org/units/Nanomolar,130106,=,1,True,=,,IC50,nM,,527,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.527
,615233,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCN(C)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '9.68', 'le': '0.18', 'lle': '0.97', 'sei': '6.88'}",CHEMBL76464,,CHEMBL76464,4.94,False,http://www.openphacts.org/units/Nanomolar,130102,=,1,True,=,,IC50,nM,,11600,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,11.6
,615240,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(CC6)C(=O)N)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.4', 'le': '0.28', 'lle': '4.01', 'sei': '6.71'}",CHEMBL312292,,CHEMBL312292,7.6,False,http://www.openphacts.org/units/Nanomolar,130097,=,1,True,=,,IC50,nM,,25,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.025
,616514,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.48', 'le': '0.25', 'lle': '1.99', 'sei': '6.72'}",CHEMBL307152,,CHEMBL307152,6.67,False,http://www.openphacts.org/units/Nanomolar,130093,=,1,True,=,,IC50,nM,,216,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.216
,617933,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCNCCO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.04', 'le': '0.24', 'lle': '2.84', 'sei': '6.29'}",CHEMBL73781,,CHEMBL73781,6.13,False,http://www.openphacts.org/units/Nanomolar,130101,=,1,True,=,,IC50,nM,,732,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.732
,617945,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.47', 'le': '0.3', 'lle': '4.05', 'sei': '7.08'}",CHEMBL76326,,CHEMBL76326,7.02,False,http://www.openphacts.org/units/Nanomolar,130085,=,1,True,=,,IC50,nM,,95,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.095
,621489,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CCN(CC)CCCc1cccc2c1[nH]c3c4ccc5ccn(C)c5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.94', 'le': '0.27', 'lle': '1.64', 'sei': '9.64'}",CHEMBL72076,,CHEMBL72076,6.76,False,http://www.openphacts.org/units/Nanomolar,130094,=,1,True,=,,IC50,nM,,174,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.174
,626610,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COC(=O)C1CCN(CCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.94', 'le': '0.25', 'lle': '2.81', 'sei': '7.35'}",CHEMBL72808,,CHEMBL72808,7.09,False,http://www.openphacts.org/units/Nanomolar,130098,=,1,True,=,,IC50,nM,,81,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.081
,627847,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.73', 'le': '0.29', 'lle': '3.49', 'sei': '8.12'}",CHEMBL75368,,CHEMBL75368,7.34,False,http://www.openphacts.org/units/Nanomolar,130088,=,1,True,=,,IC50,nM,,46,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.046
,765673,[],CHEMBL653818,Inhibition of Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,,,CHEMBL1136205,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.62', 'le': '0.32', 'lle': '3.87', 'sei': '11.84'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,8.22,False,http://www.openphacts.org/units/Nanomolar,193396,=,1,True,=,,IC50,nM,,6,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.006
,776803,[],CHEMBL653818,Inhibition of Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CCN1CCOCCn2cc(C3=C(C(=O)NC3=O)c4cn(CCOCC1)c5ccccc45)c6ccccc26,,,CHEMBL1136205,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.92', 'le': '0.22', 'lle': '2.58', 'sei': '7.86'}",CHEMBL103055,,CHEMBL103055,6.11,False,http://www.openphacts.org/units/Nanomolar,193393,=,1,True,=,,IC50,nM,,780,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.78
,839754,[],CHEMBL657561,Inhibition of Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,O=C1NCc2c1c3c4ccccc4[nH]c3c5[nH]c6ccccc6c25,,,CHEMBL1136336,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '21.63', 'le': '0.38', 'lle': '2.54', 'sei': '11.1'}",CHEMBL16958,STAUROSPORINONE,CHEMBL16958,6.74,False,http://www.openphacts.org/units/Nanomolar,239580,=,1,True,=,,IC50,nM,,184,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.184
,852819,[],CHEMBL657561,Inhibition of Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,,,CHEMBL1136336,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '18.65', 'le': '0.34', 'lle': '4.35', 'sei': '12.53'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,8.7,False,http://www.openphacts.org/units/Nanomolar,239568,=,1,True,=,,IC50,nM,,2,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.002
,856176,[],CHEMBL657561,Inhibition of Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,O=C1NC(=O)c2c1c3c4ccccc4[nH]c3c5[nH]c6ccccc6c25,,,CHEMBL1136336,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '23.37', 'le': '0.42', 'lle': '3.76', 'sei': '9.78'}",CHEMBL268368,STAUROSPORINE AGLYCON,CHEMBL268368,7.6,False,http://www.openphacts.org/units/Nanomolar,239581,=,1,True,=,,IC50,nM,,25,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.025
,990253,[],CHEMBL653820,Inhibitory activity against CaMPKII (Calcium/calmodulin-dependent protein kinase type II),B,BAO_0000190,BAO_0000224,protein format,NCCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N,,,CHEMBL1132602,J. Med. Chem.,1999.0,"{'bei': '3.39', 'le': None, 'lle': None, 'sei': None}",CHEMBL404932,,CHEMBL404932,4.57,False,http://www.openphacts.org/units/Nanomolar,340879,=,1,True,=,,IC50,nM,,26700,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,26.7
,1003657,[],CHEMBL653820,Inhibitory activity against CaMPKII (Calcium/calmodulin-dependent protein kinase type II),B,BAO_0000190,BAO_0000224,protein format,CC[C@@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N,,,CHEMBL1132602,J. Med. Chem.,1999.0,"{'bei': '3.33', 'le': None, 'lle': None, 'sei': None}",CHEMBL262895,,CHEMBL262895,4.24,False,http://www.openphacts.org/units/Nanomolar,340861,=,1,True,=,,IC50,nM,,57400,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,57.4
,1006400,[],CHEMBL653820,Inhibitory activity against CaMPKII (Calcium/calmodulin-dependent protein kinase type II),B,BAO_0000190,BAO_0000224,protein format,NCCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N,,,CHEMBL1132602,J. Med. Chem.,1999.0,"{'bei': '3.69', 'le': None, 'lle': None, 'sei': None}",CHEMBL265875,,CHEMBL265875,4.79,False,http://www.openphacts.org/units/Nanomolar,340880,=,1,True,=,,IC50,nM,,16200,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,16.2
