activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA
,256031,[],CHEMBL655348,Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase,B,BAO_0000190,BAO_0000019,assay format,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,,,CHEMBL1136405,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '9.7', 'le': '0.18', 'lle': '0.07', 'sei': '6.93'}",CHEMBL300138,ENZASTAURIN,CHEMBL300138,5.0,False,http://www.openphacts.org/units/Nanomolar,91925,=,1,True,=,,IC50,nM,,10000.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,10.0,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,CHEMBL300138,OK,515.6170000000002,4.932300000000005,1,6,72.16
,256031,[],CHEMBL655348,Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase,B,BAO_0000190,BAO_0000019,assay format,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,,,CHEMBL1136405,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '9.7', 'le': '0.18', 'lle': '0.07', 'sei': '6.93'}",CHEMBL300138,ENZASTAURIN,CHEMBL300138,5.0,False,http://www.openphacts.org/units/Nanomolar,91925,=,1,True,=,,IC50,nM,,10000.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,10.0,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,CHEMBL300138,OK,515.6170000000002,4.932300000000005,1,6,72.16
,7582271,[],CHEMBL1908467,Binding constant for CAMK2D kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '10.77', 'le': '0.19', 'lle': '0.62', 'sei': '7.7'}",CHEMBL300138,ENZASTAURIN,CHEMBL300138,5.55,False,http://www.openphacts.org/units/Nanomolar,1539378,=,1,True,=,,Kd,nM,,2800.0,CHEMBL2801,Homo sapiens,CaM kinase II delta,9606,,,Kd,nM,UO_0000065,,2800.0,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,CHEMBL300138,OK,515.6170000000002,4.932300000000005,1,6,72.16
,7582271,[],CHEMBL1908467,Binding constant for CAMK2D kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '10.77', 'le': '0.19', 'lle': '0.62', 'sei': '7.7'}",CHEMBL300138,ENZASTAURIN,CHEMBL300138,5.55,False,http://www.openphacts.org/units/Nanomolar,1539378,=,1,True,=,,Kd,nM,,2800.0,CHEMBL2801,Homo sapiens,CaM kinase II delta,9606,,,Kd,nM,UO_0000065,,2800.0,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,CHEMBL300138,OK,515.6170000000002,4.932300000000005,1,6,72.16
,258777,[],CHEMBL655348,Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase,B,BAO_0000190,BAO_0000019,assay format,CN1CCC(CC1)n2cc(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26,,,CHEMBL1136405,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13', 'le': '0.24', 'lle': '1.73', 'sei': '9.62'}",CHEMBL53596,,CHEMBL53596,5.7,False,http://www.openphacts.org/units/Nanomolar,91915,=,1,True,=,,IC50,nM,,2000.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,2.0,CN1CCC(CC1)n2cc(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26,CHEMBL53596,OK,438.5310000000001,3.9669000000000025,1,5,59.27
,592725,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c(c1)n(CCCN3CCC(CC3)C(=O)N)c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c24,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.26', 'le': '0.19', 'lle': '1.6', 'sei': '4.94'}",CHEMBL306501,,CHEMBL306501,5.52,False,http://www.openphacts.org/units/Nanomolar,130104,=,1,True,=,,IC50,nM,,3050.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,3.05,COc1ccc2c(c1)n(CCCN3CCC(CC3)C(=O)N)c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c24,CHEMBL306501,OK,537.6200000000001,3.9190000000000023,2,7,111.58999999999997
,593977,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN[C@@H]7CC[C@@H](O)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.62', 'le': '0.21', 'lle': '1.71', 'sei': '6.08'}",CHEMBL311851,,CHEMBL311851,5.93,False,http://www.openphacts.org/units/Nanomolar,130105,=,1,True,=,,IC50,nM,,1170.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,1.17,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN[C@@H]7CC[C@@H](O)CC7)c2c1,CHEMBL311851,OK,510.59400000000034,4.224700000000003,3,7,97.52
,596565,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.93', 'le': '0.27', 'lle': '3.22', 'sei': '6.63'}",CHEMBL76337,,CHEMBL76337,6.58,False,http://www.openphacts.org/units/Nanomolar,130096,=,1,True,=,,IC50,nM,,266.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.266,Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,CHEMBL76337,OK,440.50300000000016,3.3641000000000005,4,5,99.15
,599059,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.65', 'le': '0.26', 'lle': '1.95', 'sei': '9.12'}",CHEMBL310491,,CHEMBL310491,6.39,False,http://www.openphacts.org/units/Nanomolar,130083,=,1,True,=,,IC50,nM,,403.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.40299999999999997,Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL310491,OK,468.5820000000003,4.440900000000003,2,5,70.13
,605349,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.44', 'le': '0.26', 'lle': '3.22', 'sei': '7.94'}",CHEMBL430606,,CHEMBL430606,6.52,False,http://www.openphacts.org/units/Nanomolar,130089,=,1,True,=,,IC50,nM,,301.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.301,Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL430606,OK,451.5300000000002,3.297300000000001,3,5,82.16
,605356,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.1', 'le': '0.27', 'lle': '3.2', 'sei': '7.8'}",CHEMBL308979,,CHEMBL308979,7.05,False,http://www.openphacts.org/units/Nanomolar,130087,=,1,True,=,,IC50,nM,,90.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.09,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL308979,OK,466.5410000000002,3.8488000000000024,3,5,90.35999999999999
,605363,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.92', 'le': '0.27', 'lle': '3.03', 'sei': '8.51'}",CHEMBL306047,,CHEMBL306047,6.75,False,http://www.openphacts.org/units/Nanomolar,130084,=,1,True,=,,IC50,nM,,177.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.177,Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL306047,OK,452.51400000000024,3.724300000000002,2,5,79.36
,605375,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CN1CCN(CCCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.38', 'le': '0.24', 'lle': '2.39', 'sei': '8.75'}",CHEMBL73794,,CHEMBL73794,6.42,False,http://www.openphacts.org/units/Nanomolar,130081,=,1,True,=,,IC50,nM,,382.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.382,CN1CCN(CCCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,CHEMBL73794,OK,479.58400000000034,4.029600000000002,2,5,73.37
,605382,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.48', 'le': '0.25', 'lle': '2.18', 'sei': '7.92'}",CHEMBL73772,,CHEMBL73772,6.29,False,http://www.openphacts.org/units/Nanomolar,130095,=,1,True,=,,IC50,nM,,516.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.516,Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL73772,OK,466.5410000000003,4.1144000000000025,2,5,79.36
,606472,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCC(O)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.78', 'le': '0.2', 'lle': '1.32', 'sei': '6.2'}",CHEMBL306856,,CHEMBL306856,5.5,False,http://www.openphacts.org/units/Nanomolar,130103,=,1,True,=,,IC50,nM,,3130.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,3.13,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCC(O)CC7)c2c1,CHEMBL306856,OK,510.5940000000004,4.1784000000000034,2,7,88.72999999999999
,606479,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16', 'le': '0.29', 'lle': '2.33', 'sei': '10.28'}",CHEMBL307630,,CHEMBL307630,7.21,False,http://www.openphacts.org/units/Nanomolar,130086,=,1,True,=,,IC50,nM,,62.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.062,Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL307630,OK,450.5420000000002,4.878000000000004,2,4,70.13
,609000,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN7CCC[C@H]7CO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.5', 'le': '0.19', 'lle': '1.42', 'sei': '5.88'}",CHEMBL75952,,CHEMBL75952,5.21,False,http://www.openphacts.org/units/Nanomolar,130108,=,1,True,=,,IC50,nM,,6120.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,6.12,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN7CCC[C@H]7CO)c2c1,CHEMBL75952,OK,496.56700000000035,3.788300000000002,2,7,88.72999999999999
,612528,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.21', 'le': '0.28', 'lle': '3.02', 'sei': '7.37'}",CHEMBL73764,,CHEMBL73764,7.31,False,http://www.openphacts.org/units/Nanomolar,130082,=,1,True,=,,IC50,nM,,49.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.049,Cn1ccc2ccc3c4[nH]c5c(CCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL73764,OK,480.56800000000027,4.285200000000002,4,5,99.15
,615221,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCNCCO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.75', 'le': '0.25', 'lle': '3.37', 'sei': '6.44'}",CHEMBL73718,,CHEMBL73718,6.28,False,http://www.openphacts.org/units/Nanomolar,130106,=,1,True,=,,IC50,nM,,527.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.527,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCNCCO)c2c1,CHEMBL73718,OK,456.50200000000024,2.913500000000001,3,7,97.52
,615233,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCN(C)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '9.68', 'le': '0.18', 'lle': '0.97', 'sei': '6.88'}",CHEMBL76464,,CHEMBL76464,4.94,False,http://www.openphacts.org/units/Nanomolar,130102,=,1,True,=,,IC50,nM,,11600.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,11.6,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCN(C)CC7)c2c1,CHEMBL76464,OK,509.6100000000004,3.9691000000000027,1,7,71.73999999999998
,615240,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(CC6)C(=O)N)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.4', 'le': '0.28', 'lle': '4.01', 'sei': '6.71'}",CHEMBL312292,,CHEMBL312292,7.6,False,http://www.openphacts.org/units/Nanomolar,130097,=,1,True,=,,IC50,nM,,25.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.025,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(CC6)C(=O)N)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL312292,OK,493.5670000000003,3.5894000000000013,3,5,113.22
