activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA
,593977,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN[C@@H]7CC[C@@H](O)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.62', 'le': '0.21', 'lle': '1.71', 'sei': '6.08'}",CHEMBL311851,,CHEMBL311851,5.93,False,http://www.openphacts.org/units/Nanomolar,130105,=,1,True,=,,IC50,nM,,1170.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,1.17,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN[C@@H]7CC[C@@H](O)CC7)c2c1,CHEMBL311851,OK,510.59400000000034,4.224700000000003,3,7,97.52
,596565,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.93', 'le': '0.27', 'lle': '3.22', 'sei': '6.63'}",CHEMBL76337,,CHEMBL76337,6.58,False,http://www.openphacts.org/units/Nanomolar,130096,=,1,True,=,,IC50,nM,,266.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.266,Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,CHEMBL76337,OK,440.50300000000016,3.3641000000000005,4,5,99.15
,599059,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.65', 'le': '0.26', 'lle': '1.95', 'sei': '9.12'}",CHEMBL310491,,CHEMBL310491,6.39,False,http://www.openphacts.org/units/Nanomolar,130083,=,1,True,=,,IC50,nM,,403.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.40299999999999997,Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL310491,OK,468.5820000000003,4.440900000000003,2,5,70.13
,605349,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.44', 'le': '0.26', 'lle': '3.22', 'sei': '7.94'}",CHEMBL430606,,CHEMBL430606,6.52,False,http://www.openphacts.org/units/Nanomolar,130089,=,1,True,=,,IC50,nM,,301.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.301,Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL430606,OK,451.5300000000002,3.297300000000001,3,5,82.16
,605356,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.1', 'le': '0.27', 'lle': '3.2', 'sei': '7.8'}",CHEMBL308979,,CHEMBL308979,7.05,False,http://www.openphacts.org/units/Nanomolar,130087,=,1,True,=,,IC50,nM,,90.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.09,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL308979,OK,466.5410000000002,3.8488000000000024,3,5,90.35999999999999
,605363,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.92', 'le': '0.27', 'lle': '3.03', 'sei': '8.51'}",CHEMBL306047,,CHEMBL306047,6.75,False,http://www.openphacts.org/units/Nanomolar,130084,=,1,True,=,,IC50,nM,,177.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.177,Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL306047,OK,452.51400000000024,3.724300000000002,2,5,79.36
,605375,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CN1CCN(CCCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.38', 'le': '0.24', 'lle': '2.39', 'sei': '8.75'}",CHEMBL73794,,CHEMBL73794,6.42,False,http://www.openphacts.org/units/Nanomolar,130081,=,1,True,=,,IC50,nM,,382.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.382,CN1CCN(CCCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,CHEMBL73794,OK,479.58400000000034,4.029600000000002,2,5,73.37
,605382,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.48', 'le': '0.25', 'lle': '2.18', 'sei': '7.92'}",CHEMBL73772,,CHEMBL73772,6.29,False,http://www.openphacts.org/units/Nanomolar,130095,=,1,True,=,,IC50,nM,,516.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.516,Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL73772,OK,466.5410000000003,4.1144000000000025,2,5,79.36
,606472,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCC(O)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.78', 'le': '0.2', 'lle': '1.32', 'sei': '6.2'}",CHEMBL306856,,CHEMBL306856,5.5,False,http://www.openphacts.org/units/Nanomolar,130103,=,1,True,=,,IC50,nM,,3130.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,3.13,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCC(O)CC7)c2c1,CHEMBL306856,OK,510.5940000000004,4.1784000000000034,2,7,88.72999999999999
,606479,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16', 'le': '0.29', 'lle': '2.33', 'sei': '10.28'}",CHEMBL307630,,CHEMBL307630,7.21,False,http://www.openphacts.org/units/Nanomolar,130086,=,1,True,=,,IC50,nM,,62.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.062,Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL307630,OK,450.5420000000002,4.878000000000004,2,4,70.13
,609000,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN7CCC[C@H]7CO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.5', 'le': '0.19', 'lle': '1.42', 'sei': '5.88'}",CHEMBL75952,,CHEMBL75952,5.21,False,http://www.openphacts.org/units/Nanomolar,130108,=,1,True,=,,IC50,nM,,6120.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,6.12,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCN7CCC[C@H]7CO)c2c1,CHEMBL75952,OK,496.56700000000035,3.788300000000002,2,7,88.72999999999999
,612528,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.21', 'le': '0.28', 'lle': '3.02', 'sei': '7.37'}",CHEMBL73764,,CHEMBL73764,7.31,False,http://www.openphacts.org/units/Nanomolar,130082,=,1,True,=,,IC50,nM,,49.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.049,Cn1ccc2ccc3c4[nH]c5c(CCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL73764,OK,480.56800000000027,4.285200000000002,4,5,99.15
,615221,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCNCCO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.75', 'le': '0.25', 'lle': '3.37', 'sei': '6.44'}",CHEMBL73718,,CHEMBL73718,6.28,False,http://www.openphacts.org/units/Nanomolar,130106,=,1,True,=,,IC50,nM,,527.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.527,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCNCCO)c2c1,CHEMBL73718,OK,456.50200000000024,2.913500000000001,3,7,97.52
,615233,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCN(C)CC7)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '9.68', 'le': '0.18', 'lle': '0.97', 'sei': '6.88'}",CHEMBL76464,,CHEMBL76464,4.94,False,http://www.openphacts.org/units/Nanomolar,130102,=,1,True,=,,IC50,nM,,11600.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,11.6,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCN7CCN(C)CC7)c2c1,CHEMBL76464,OK,509.6100000000004,3.9691000000000027,1,7,71.73999999999998
,615240,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(CC6)C(=O)N)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.4', 'le': '0.28', 'lle': '4.01', 'sei': '6.71'}",CHEMBL312292,,CHEMBL312292,7.6,False,http://www.openphacts.org/units/Nanomolar,130097,=,1,True,=,,IC50,nM,,25.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.025,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(CC6)C(=O)N)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL312292,OK,493.5670000000003,3.5894000000000013,3,5,113.22
,616514,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.48', 'le': '0.25', 'lle': '1.99', 'sei': '6.72'}",CHEMBL307152,,CHEMBL307152,6.67,False,http://www.openphacts.org/units/Nanomolar,130093,=,1,True,=,,IC50,nM,,216.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.21600000000000003,Cn1ccc2ccc3c4[nH]c5c(CCCN[C@@H]6CC[C@@H](O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL307152,OK,494.59500000000025,4.675300000000004,4,5,99.15
,617933,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCNCCO)c2c1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.04', 'le': '0.24', 'lle': '2.84', 'sei': '6.29'}",CHEMBL73781,,CHEMBL73781,6.13,False,http://www.openphacts.org/units/Nanomolar,130101,=,1,True,=,,IC50,nM,,732.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.732,COc1ccc2c3c4C(=O)NC(=O)c4c5c(ccc6ccn(C)c56)c3n(CCCNCCO)c2c1,CHEMBL73781,OK,470.5290000000003,3.303600000000001,3,7,97.52
,617945,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.47', 'le': '0.3', 'lle': '4.05', 'sei': '7.08'}",CHEMBL76326,,CHEMBL76326,7.02,False,http://www.openphacts.org/units/Nanomolar,130085,=,1,True,=,,IC50,nM,,95.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.095,Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c6C(=O)NC(=O)c6c3c12,CHEMBL76326,OK,426.47600000000017,2.974,4,5,99.15
,621489,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CCN(CC)CCCc1cccc2c1[nH]c3c4ccc5ccn(C)c5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.94', 'le': '0.27', 'lle': '1.64', 'sei': '9.64'}",CHEMBL72076,,CHEMBL72076,6.76,False,http://www.openphacts.org/units/Nanomolar,130094,=,1,True,=,,IC50,nM,,174.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.174,CCN(CC)CCCc1cccc2c1[nH]c3c4ccc5ccn(C)c5c4c6C(=O)NC(=O)c6c23,CHEMBL72076,OK,452.5580000000003,5.124000000000005,2,4,70.13
,626610,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,COC(=O)C1CCN(CCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.94', 'le': '0.25', 'lle': '2.81', 'sei': '7.35'}",CHEMBL72808,,CHEMBL72808,7.09,False,http://www.openphacts.org/units/Nanomolar,130098,=,1,True,=,,IC50,nM,,81.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.081,COC(=O)C1CCN(CCc2cccc3c2[nH]c4c5ccc6ccn(C)c6c5c7C(=O)NC(=O)c7c34)CC1,CHEMBL72808,OK,508.5780000000004,4.277100000000003,2,6,96.43
,627847,[],CHEMBL653817,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,,,CHEMBL1136094,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.73', 'le': '0.29', 'lle': '3.49', 'sei': '8.12'}",CHEMBL75368,,CHEMBL75368,7.34,False,http://www.openphacts.org/units/Nanomolar,130088,=,1,True,=,,IC50,nM,,46.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.046,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(O)CC6)cccc5c4c7C(=O)NC(=O)c7c3c12,CHEMBL75368,OK,466.5410000000003,3.8488000000000024,3,5,90.35999999999999
